wn:00902108n	a-scan_ultrasonography%1:04:00::
wn:00241245n	jump_ball%1:04:00::
wn:00485632n	jump_rope%1:04:00::
wn:00111503n	jumper%1:04:00::
wn:00440218n	jumping%1:04:00::
wn:00120647n	jumping_up_and_down%1:04:00::
wn:01265921n	jumpstart%1:04:00::
wn:00147454n	junction%1:04:00::
wn:07416714n	juncture%1:11:00::
wn:00308681n	junket%1:04:01::
wn:00312160n	junketing%1:04:00::
wn:01131135n	jury_duty%1:04:00::
wn:05713101n	just-noticeable_difference%1:09:00::
wn:00694681n	justice%1:04:00::
wn:01241767n	justification%1:04:00::
wn:13504403n	juvenescence%1:22:00::
wn:01051801n	juxtaposition%1:04:00::
wn:01213406n	kabbalism%1:04:00::
wn:01255302n	karaoke%1:04:00::
wn:00826397n	karate%1:04:00::
wn:07330362n	karma%1:11:00::
wn:13504739n	karyokinesis%1:22:00::
wn:13504947n	karyolysis%1:22:00::
wn:11443283n	katabatic_wind%1:19:00::
wn:13505069n	katamorphism%1:22:00::
wn:01205010n	keeping%1:04:01::
wn:00628539n	kegel_exercises%1:04:00::
wn:07462119n	kentucky_derby%1:11:00::
wn:13505249n	keratinization%1:22:00::
wn:14182242n	keratomycosis%1:26:00::
wn:00681613n	keratoplasty%1:04:00::
wn:00643621n	keratoscopy%1:04:00::
wn:00679910n	keratotomy%1:04:00::
wn:14125881n	kerion%1:26:00::
wn:07244305n	kerygma%1:10:00::
wn:05794057n	key%1:09:00::
wn:05995355n	keynesianism%1:09:00::
wn:07240417n	keynote_speech%1:10:00::
wn:00349520n	keystroke%1:04:00::
wn:11442752n	khamsin%1:19:00::
wn:00594070n	khanate%1:04:00::
wn:00423028n	kia_quen%1:04:00::
wn:00136329n	kick%1:04:00::
wn:00336805n	kick%1:04:01::
wn:01164275n	kick_in_the_butt%1:04:00::
wn:00441235n	kick_turn%1:04:00::
wn:00437321n	kick_up%1:04:00::
wn:00241507n	kickoff%1:04:00::
wn:07329568n	kickoff%1:11:00::
wn:00775702n	kidnapping%1:04:00::
wn:00217593n	kill%1:04:01::
wn:07361576n	killing%1:11:00::
wn:00219012n	killing%1:04:00::
wn:00034574n	kindness%1:04:00::
wn:00863222n	kinesis%1:04:00::
wn:11470492n	kinetic_energy%1:19:00::
wn:06106305n	kinetic_theory%1:09:00::
wn:06108339n	kinetic_theory_of_heat%1:09:00::
wn:00438338n	kip%1:04:00::
wn:07330560n	kismet%1:11:00::
wn:00138221n	kiss%1:04:00::
wn:00138078n	kiss%1:04:01::
wn:07316242n	kiss_of_death%1:11:00::
wn:00423222n	kittee%1:04:00::
wn:00495774n	klondike%1:04:00::
wn:00630071n	knee_bend%1:04:00::
wn:00864859n	knee_jerk%1:04:00::
wn:00337078n	kneel%1:04:00::
wn:07386194n	knell%1:11:00::
wn:01176540n	knife_fight%1:04:00::
wn:00580081n	knight's_service%1:04:00::
wn:00909471n	knitting%1:04:00::
wn:11415608n	knock-on_effect%1:19:00::
wn:07386370n	knock%1:11:01::
wn:05734381n	knock%1:09:00::
wn:07410207n	knock%1:11:00::
wn:07336999n	knock%1:11:02::
wn:00133338n	knock%1:04:00::
wn:00133981n	knockdown%1:04:00::
wn:00134099n	knockout%1:04:00::
wn:05805012n	know%1:09:00::
wn:05804793n	knowing%1:09:00::
wn:00108427n	knuckleball%1:04:00::
wn:07275275n	kowtow%1:10:00::
wn:13505467n	krebs_cycle%1:22:00::
wn:00826606n	kung_fu%1:04:00::
wn:07211503n	kvetch%1:10:00::
wn:00518152n	kwanzaa%1:04:00::
wn:07202579n	label%1:10:01::
wn:00620752n	labor%1:04:00::
wn:01098404n	labor_market%1:04:00::
wn:00797207n	labor_of_love%1:04:00::
wn:00909672n	lace_making%1:04:00::
wn:00391293n	laceration%1:04:00::
wn:13505843n	lacrimation%1:22:00::
wn:00477392n	lacrosse%1:04:00::
wn:13505987n	lactation%1:22:00::
wn:07405292n	lahar%1:11:00::
wn:06110426n	lamarckism%1:09:00::
wn:13506119n	lamaze_method_of_childbirth%1:22:00::
wn:01072236n	lamentation%1:04:00::
wn:11521824n	laminar_flow%1:19:00::
wn:00926923n	lamination%1:04:00::
wn:00682738n	laminectomy%1:04:00::
wn:11472960n	lamplight%1:19:00::
wn:00540616n	lancers%1:04:00::
wn:01096997n	land-office_business%1:04:00::
wn:00948640n	land_development%1:04:00::
wn:00260881n	land_reform%1:04:00::
wn:00880431n	landfall%1:04:00::
wn:00052500n	landing%1:04:01::
wn:00052334n	landing%1:04:00::
wn:00281752n	landing_approach%1:04:00::
wn:00541338n	landler%1:04:00::
wn:07417851n	landmark%1:11:00::
wn:00921160n	landscaping%1:04:00::
wn:07474185n	landslide%1:11:01::
wn:07405411n	landslide%1:11:00::
wn:05754899n	language_learning%1:09:00::
wn:00729478n	language_lesson%1:04:00::
wn:05893143n	language_requirement%1:09:00::
wn:00888162n	language_teaching%1:04:00::
wn:00295172n	lap%1:04:01::
wn:00669262n	laparoscopic_cholecystectomy%1:04:00::
wn:00683012n	laparoscopy%1:04:00::
wn:00682856n	laparotomy%1:04:00::
wn:00780889n	larceny%1:04:00::
wn:00683214n	laryngectomy%1:04:00::
wn:00227137n	laryngismus%1:04:00::
wn:14100957n	laryngospasm%1:26:00::
wn:00680511n	laser-assisted_in_situ_keratomileusis%1:04:00::
wn:00680183n	laser-assisted_subepithelial_keratomileusis%1:04:00::
wn:11485681n	laser_beam%1:19:00::
wn:00680336n	laser_trabecular_surgery%1:04:00::
wn:01264667n	last%1:04:00::
wn:00620258n	last_in_first_out%1:04:00::
wn:07474318n	last_laugh%1:11:00::
wn:00291286n	last_mile%1:04:00::
wn:01229350n	last_respects%1:04:00::
wn:01030152n	last_rites%1:04:00::
wn:01222034n	last_straw%1:04:00::
wn:11471097n	latent_heat%1:19:00::
wn:05848182n	lateral_thinking%1:09:00::
wn:01072402n	laughter%1:04:00::
wn:00103291n	launching%1:04:02::
wn:00103140n	launching%1:04:00::
wn:00578708n	laundering%1:04:00::
wn:00696487n	lavage%1:04:00::
wn:00611143n	law%1:04:00::
wn:01128137n	law_enforcement%1:04:00::
wn:00632104n	law_practice%1:04:00::
wn:00462804n	lawn_bowling%1:04:00::
wn:01182654n	lawsuit%1:04:00::
wn:00111660n	lay-up%1:04:00::
wn:13506477n	laying%1:22:00::
wn:00138441n	laying_on%1:04:00::
wn:00699872n	laying_on_of_hands%1:04:01::
wn:00165793n	laying_on_of_hands%1:04:00::
wn:00217773n	laying_waste%1:04:00::
wn:00229814n	layoff%1:04:00::
wn:01010901n	layout%1:04:00::
wn:01064613n	laziness%1:04:01::
wn:13506587n	leach%1:22:00::
wn:01256743n	lead%1:04:01::
wn:01256270n	lead%1:04:00::
wn:01256417n	leadership%1:04:00::
wn:00160297n	leading_astray%1:04:00::
wn:13506727n	leak%1:22:00::
wn:07215185n	leak%1:10:00::
wn:00105624n	leaner%1:04:00::
wn:00070363n	leaning%1:04:00::
wn:00120202n	leap%1:04:00::
wn:07358985n	leap%1:11:00::
wn:00486130n	leapfrog%1:04:01::
wn:00485998n	leapfrog%1:04:00::
wn:00610373n	learned_profession%1:04:00::
wn:00864535n	learned_reaction%1:04:00::
wn:05752544n	learning%1:09:00::
wn:00624436n	least_effort%1:04:00::
wn:13506906n	leboyer_method_of_childbirth%1:22:00::
wn:00856733n	lechery%1:04:00::
wn:07240549n	lecture%1:10:00::
wn:00892861n	lecture%1:04:00::
wn:00893088n	lecture_demonstration%1:04:00::
wn:00594146n	lectureship%1:04:00::
wn:07403601n	leeward_tide%1:11:00::
wn:13507210n	leeway%1:22:00::
wn:00351168n	left%1:04:00::
wn:00724433n	left_field%1:04:00::
wn:00515159n	leg-pull%1:04:00::
wn:00630268n	leg_curl%1:04:00::
wn:00629911n	leg_exercise%1:04:00::
wn:00630401n	leg_extensor%1:04:00::
wn:01181902n	legal_action%1:04:00::
wn:01131515n	legal_duty%1:04:00::
wn:01201429n	legal_separation%1:04:00::
wn:01195380n	legalization%1:04:00::
wn:00594260n	legation%1:04:00::
wn:01125693n	legislation%1:04:00::
wn:00594374n	legislatorship%1:04:00::
wn:01195584n	legitimation%1:04:01::
wn:01065286n	leisure%1:04:00::
wn:05716342n	lemon%1:09:00::
wn:01109114n	lend-lease%1:04:00::
wn:01093666n	lending%1:04:00::
wn:01071213n	lenience%1:04:00::
wn:06261060n	lens%1:10:00::
wn:00857424n	lesbianism%1:04:00::
wn:00889472n	lesson%1:04:01::
wn:00729285n	lesson%1:04:00::
wn:00569073n	let%1:04:00::
wn:05752422n	letters%1:09:00::
wn:11473033n	levanter%1:19:00::
wn:00436817n	lever_hang%1:04:00::
wn:11473138n	leverage%1:19:00::
wn:01099946n	leverage%1:04:00::
wn:00175174n	leveraged_buyout%1:04:00::
wn:11408733n	levitation%1:19:00::
wn:07363067n	levitation%1:11:00::
wn:00324699n	levitation%1:04:00::
wn:07441494n	levorotation%1:11:00::
wn:01158064n	levy%1:04:01::
wn:13507472n	lexicalization%1:22:00::
wn:00931721n	lexicography%1:04:00::
wn:06261260n	liaison%1:10:00::
wn:01041835n	libation%1:04:00::
wn:05995576n	liberalism%1:09:01::
wn:00355691n	liberalization%1:04:00::
wn:00095502n	liberation%1:04:02::
wn:00787832n	liberation%1:04:00::
wn:00594477n	librarianship%1:04:00::
wn:13507617n	libration%1:22:00::
wn:01139194n	license%1:04:00::
wn:00150591n	lick%1:04:00::
wn:01064758n	lie-in%1:04:00::
wn:00594580n	lieutenancy%1:04:00::
wn:11473291n	life%1:19:00::
wn:00885764n	life_class%1:04:00::
wn:11473807n	life_cycle%1:19:00::
wn:13507827n	life_cycle%1:22:00::
wn:11523839n	life_force%1:19:00::
wn:00093874n	lifesaving%1:04:00::
wn:00584160n	lifework%1:04:00::
wn:01209487n	lift%1:04:02::
wn:07348399n	lift%1:11:01::
wn:00309276n	lift%1:04:03::
wn:00116376n	lift%1:04:00::
wn:07371168n	liftoff%1:11:00::
wn:00148242n	ligation%1:04:00::
wn:11473954n	light%1:19:00::
wn:05807933n	light%1:09:00::
wn:00193811n	light_adaptation%1:04:00::
wn:11432387n	light_air%1:19:00::
wn:11432508n	light_breeze%1:19:00::
wn:13508005n	light_reaction%1:22:00::
wn:00865808n	light_reflex%1:04:00::
wn:00521450n	light_show%1:04:00::
wn:07363180n	lightening%1:11:00::
wn:00651954n	lighterage%1:04:00::
wn:00608645n	lighting%1:04:01::
wn:11475279n	lightning%1:19:00::
wn:07412993n	lightning%1:11:00::
wn:00651088n	likening%1:04:00::
wn:00808182n	limitation%1:04:00::
wn:00953280n	limited_war%1:04:00::
wn:00532567n	lindy%1:04:00::
wn:00131991n	line-drive_double%1:04:00::
wn:00131877n	line-drive_single%1:04:00::
wn:00132105n	line-drive_triple%1:04:00::
wn:11474637n	line%1:19:00::
wn:01204294n	line%1:04:01::
wn:07012979n	line%1:10:06::
wn:05748786n	line%1:09:00::
wn:13508183n	line_feed%1:22:00::
wn:01136375n	line_management%1:04:00::
wn:01132590n	line_of_duty%1:04:00::
wn:05773776n	line_of_inquiry%1:09:00::
wn:00416737n	line_of_least_resistance%1:04:00::
wn:05773407n	line_of_thought%1:09:00::
wn:11514171n	line_squall%1:19:00::
wn:11501864n	line_storm%1:19:00::
wn:00263813n	lineation%1:04:00::
wn:00726369n	linebacker%1:04:00::
wn:00726100n	lineman%1:04:00::
wn:00131608n	liner%1:04:00::
wn:00098051n	linguistic_performance%1:04:00::
wn:13508333n	linguistic_process%1:22:00::
wn:05808557n	linguistic_process%1:09:00::
wn:00827379n	lining%1:04:01::
wn:00827240n	lining%1:04:00::
wn:00148978n	linkage%1:04:00::
wn:00910533n	lip_synchronization%1:04:00::
wn:00682080n	lipectomy%1:04:00::
wn:00682243n	liposuction%1:04:00::
wn:00882554n	lipreading%1:04:00::
wn:13508651n	liquefaction%1:22:00::
wn:14480420n	liquid%1:26:00::
wn:00228535n	liquidation%1:04:00::
wn:01184720n	lis_pendens%1:04:00::
wn:13508830n	list_processing%1:22:00::
wn:00882159n	listening%1:04:00::
wn:00881257n	listening_watch%1:04:00::
wn:01011166n	listing%1:04:00::
wn:07240763n	litany%1:10:01::
wn:00610592n	literature%1:04:00::
wn:00939338n	lithography%1:04:00::
wn:05777298n	lithomancy%1:09:00::
wn:00683358n	lithotomy%1:04:00::
wn:13508950n	lithuresis%1:22:00::
wn:01186810n	litigation%1:04:00::
wn:07198437n	litmus_test%1:10:00::
wn:01033903n	little_office%1:04:00::
wn:07474911n	little_slam%1:11:00::
wn:01033184n	liturgy%1:04:00::
wn:07320734n	live_birth%1:11:00::
wn:00552436n	liveliness%1:04:00::
wn:00658946n	livery%1:04:01::
wn:00807768n	load-shedding%1:04:00::
wn:11449561n	load%1:19:01::
wn:00713952n	loading%1:04:00::
wn:01141366n	loan_approval%1:04:00::
wn:00569361n	lob%1:04:01::
wn:00120804n	lob%1:04:00::
wn:00415333n	lobbyism%1:04:00::
wn:00683590n	lobectomy%1:04:00::
wn:00684128n	lobotomy%1:04:00::
wn:00155487n	localization%1:04:00::
wn:00814458n	lock%1:04:00::
wn:00313385n	lockage%1:04:00::
wn:01146993n	lockdown%1:04:00::
wn:00827638n	locking%1:04:00::
wn:00202620n	lockout%1:04:00::
wn:01025254n	lockstep%1:04:01::
wn:00291400n	lockstep%1:04:00::
wn:00283127n	locomotion%1:04:00::
wn:11446067n	lode%1:19:00::
wn:01054227n	lodging%1:04:00::
wn:00979348n	loft_bombing%1:04:00::
wn:00581772n	logging%1:04:00::
wn:13509042n	logic_operation%1:22:00::
wn:00929285n	logic_programming%1:04:00::
wn:00875671n	logistic_assessment%1:04:00::
wn:01216515n	logistic_support%1:04:00::
wn:01060745n	logistics%1:04:00::
wn:01110063n	logrolling%1:04:01::
wn:05760877n	long-term_memory%1:09:00::
wn:00871123n	long_division%1:04:00::
wn:00438606n	long_fly%1:04:00::
wn:00308073n	long_haul%1:04:00::
wn:07469609n	long_jump%1:11:00::
wn:00803091n	long_shot%1:04:00::
wn:11507511n	long_wave%1:19:00::
wn:00539510n	longways%1:04:00::
wn:00877127n	look%1:04:00::
wn:00946432n	looking%1:04:00::
wn:00881545n	lookout%1:04:00::
wn:00169811n	loop%1:04:00::
wn:00581885n	loose_end%1:04:00::
wn:00147862n	loosening%1:04:00::
wn:00966599n	looting%1:04:00::
wn:01045413n	lordolatry%1:04:00::
wn:11475682n	lorentz_force%1:19:00::
wn:13509196n	loss%1:22:00::
wn:00067526n	loss%1:04:00::
wn:07287472n	loss%1:11:01::
wn:07478169n	loss_of_consciousness%1:11:00::
wn:00800825n	lost_cause%1:04:00::
wn:07317144n	lottery%1:11:00::
wn:00508091n	lottery%1:04:00::
wn:00504660n	lotto%1:04:00::
wn:01037710n	love_match%1:04:00::
wn:14520829n	low%1:26:00::
wn:11485774n	low_beam%1:19:00::
wn:01042578n	low_mass%1:04:00::
wn:07402271n	low_tide%1:11:00::
wn:00353469n	lowering%1:04:00::
wn:00327683n	lowering%1:04:01::
wn:07450055n	luau%1:11:00::
wn:00716945n	lubrication%1:04:00::
wn:11418138n	luck%1:19:00::
wn:11418460n	luck%1:19:01::
wn:00508340n	lucky_dip%1:04:00::
wn:00162236n	lucky_dip%1:04:01::
wn:05784482n	lucubration%1:09:00::
wn:00518770n	ludi_saeculares%1:04:00::
wn:00504975n	ludo%1:04:00::
wn:00313971n	luff%1:04:00::
wn:00447361n	luging%1:04:00::
wn:14522956n	lull%1:26:00::
wn:00546738n	lullaby%1:04:00::
wn:00944068n	lumbar_puncture%1:04:00::
wn:00608789n	lumbering%1:04:00::
wn:11476430n	luminescence%1:19:00::
wn:11476939n	luminous_energy%1:19:00::
wn:00684648n	lumpectomy%1:04:00::
wn:07368993n	lunar_eclipse%1:11:00::
wn:00841297n	lunching%1:04:00::
wn:01174251n	lunge%1:04:01::
wn:00289388n	lurch%1:04:00::
wn:07476282n	lurch%1:11:00::
wn:00337210n	lurch%1:04:02::
wn:00290276n	lurch%1:04:01::
wn:00759335n	lust%1:04:00::
wn:01027662n	lustrum%1:04:00::
wn:07445010n	luxation%1:11:00::
wn:01071921n	luxuriation%1:04:00::
wn:00751944n	lying%1:04:00::
wn:00905528n	lymphangiography%1:04:00::
wn:13509383n	lymphopoiesis%1:22:00::
wn:00417005n	lynch_law%1:04:00::
wn:00224599n	lynching%1:04:00::
wn:13509843n	lysis%1:22:01::
wn:13509528n	lysis%1:22:00::
wn:13509967n	lysogenization%1:22:00::
wn:13510152n	maceration%1:22:00::
wn:13510263n	macroevolution%1:22:00::
wn:14256668n	macular_degeneration%1:26:00::
wn:00099951n	magic_trick%1:04:00::
wn:00594738n	magistracy%1:04:00::
wn:11483580n	magnetic_dipole_moment%1:19:00::
wn:11477384n	magnetic_field%1:19:00::
wn:00951233n	magnetic_levitation%1:04:00::
wn:11483829n	magnetic_moment%1:19:00::
wn:11478682n	magnetic_resonance%1:19:00::
wn:00902579n	magnetic_resonance_imaging%1:04:00::
wn:07428797n	magnetic_storm%1:11:00::
wn:11479058n	magnetism%1:19:00::
wn:13510433n	magnetization%1:22:00::
wn:11523736n	magnetomotive_force%1:19:00::
wn:11477041n	magnetosphere%1:19:00::
wn:00367427n	magnification%1:04:00::
wn:00505126n	mah-jongg%1:04:00::
wn:00304208n	maiden_flight%1:04:00::
wn:00313096n	maiden_voyage%1:04:00::
wn:00082223n	mail-order_buying%1:04:00::
wn:06264398n	mail%1:10:00::
wn:00777587n	mail_fraud%1:04:00::
wn:00122338n	mailing%1:04:00::
wn:00765791n	maintenance%1:04:02::
wn:00684837n	major_surgery%1:04:00::
wn:13510638n	majority_operation%1:22:00::
wn:00755500n	make-believe%1:04:00::
wn:00660570n	makeover%1:04:00::
wn:00269674n	makeover%1:04:01::
wn:01143957n	makeready%1:04:00::
wn:00178551n	makeshift%1:04:00::
wn:07322769n	makeup%1:11:00::
wn:13510829n	malabsorption%1:22:00::
wn:01156070n	male_chauvinism%1:04:00::
wn:00062331n	male_orgasm%1:04:00::
wn:00741925n	malfeasance%1:04:00::
wn:07367091n	malformation%1:11:00::
wn:07318476n	malfunction%1:11:00::
wn:00741272n	malingering%1:04:00::
wn:05714894n	malodor%1:09:00::
wn:00742314n	malpractice%1:04:01::
wn:00742130n	malpractice%1:04:00::
wn:05995726n	malthusianism%1:09:00::
wn:00419908n	maltreatment%1:04:00::
wn:00735832n	malversation%1:04:00::
wn:00538668n	mambo%1:04:00::
wn:01006188n	mammography%1:04:00::
wn:01006536n	mammothermography%1:04:00::
wn:01133281n	management%1:04:00::
wn:00806366n	management_control%1:04:00::
wn:00594836n	managership%1:04:00::
wn:01140658n	mandate%1:04:00::
wn:00959992n	maneuver%1:04:02::
wn:00556313n	maneuver%1:04:03::
wn:00168237n	maneuver%1:04:00::
wn:00059552n	maneuver%1:04:01::
wn:00594953n	manhood%1:04:00::
wn:00946529n	manhunt%1:04:00::
wn:00660783n	manicure%1:04:00::
wn:06662057n	manifest_destiny%1:10:00::
wn:07323231n	manifestation%1:11:00::
wn:00158185n	manipulation%1:04:00::
wn:01251489n	manipulative_electronic_deception%1:04:00::
wn:00220409n	manslaughter%1:04:00::
wn:05746163n	mantoux_test%1:09:00::
wn:00623162n	manual_labor%1:04:00::
wn:00895135n	manual_of_arms%1:04:00::
wn:01247807n	manumission%1:04:00::
wn:06883383n	maple-leaf%1:10:00::
wn:00924579n	mapmaking%1:04:00::
wn:01024643n	mapping%1:04:00::
wn:00797361n	marathon%1:04:00::
wn:07460546n	marathon%1:11:00::
wn:00486358n	marbles%1:04:00::
wn:00290579n	march%1:04:00::
wn:00282840n	march%1:04:02::
wn:08428019n	march%1:14:00::
wn:07168983n	marching_orders%1:10:00::
wn:00520059n	mardi_gras%1:04:00::
wn:09347116n	mare's_tail%1:17:00::
wn:13510946n	marginalization%1:22:00::
wn:00221727n	mariticide%1:04:00::
wn:05737153n	mark%1:09:01::
wn:01097292n	market%1:04:00::
wn:00640434n	market_analysis%1:04:00::
wn:00952386n	market_capitalization%1:04:00::
wn:13511243n	market_forces%1:22:00::
wn:00921289n	market_gardening%1:04:00::
wn:00051897n	market_penetration%1:04:00::
wn:01112420n	marketing%1:04:02::
wn:00082081n	marketing%1:04:01::
wn:00640188n	marketing_research%1:04:00::
wn:00874977n	marking%1:04:00::
wn:00263642n	marking%1:04:01::
wn:01036996n	marriage%1:04:00::
wn:00595032n	marshalship%1:04:00::
wn:00825443n	martial_art%1:04:00::
wn:07333347n	martyrdom%1:11:00::
wn:13511755n	masculinization%1:22:00::
wn:01049475n	mask%1:04:00::
wn:07449157n	masked_ball%1:11:00::
wn:05713347n	masking%1:09:00::
wn:00608896n	masonry%1:04:00::
wn:00756194n	masquerade%1:04:00::
wn:01042242n	mass%1:04:00::
wn:05752179n	mass_culture%1:09:00::
wn:00914182n	mass_production%1:04:00::
wn:00650743n	mass_spectroscopy%1:04:00::
wn:00659048n	massage%1:04:00::
wn:00500669n	masse%1:04:00::
wn:00685508n	mastectomy%1:04:00::
wn:05757234n	mastering%1:09:00::
wn:00910856n	mastering%1:04:00::
wn:00037006n	masterpiece%1:04:00::
wn:00595146n	mastership%1:04:00::
wn:00037090n	masterstroke%1:04:00::
wn:01128655n	mastery%1:04:00::
wn:00686168n	mastoidectomy%1:04:00::
wn:00682436n	mastopexy%1:04:00::
wn:00855674n	masturbation%1:04:00::
wn:00389953n	match-up%1:04:00::
wn:07470671n	match%1:11:00::
wn:00466630n	match_play%1:04:00::
wn:01240628n	matchmaking%1:04:00::
wn:00070462n	material_breach%1:04:00::
wn:13512036n	materialization%1:22:00::
wn:07323024n	materialization%1:11:00::
wn:00713784n	materials_handling%1:04:00::
wn:00655540n	maternalism%1:04:00::
wn:00869583n	mathematical_process%1:04:00::
wn:06894111n	matinee%1:10:00::
wn:00221819n	matricide%1:04:00::
wn:01248608n	matriculation%1:04:00::
wn:01036903n	matrimony%1:04:00::
wn:00872900n	matrix_addition%1:04:00::
wn:00873084n	matrix_inversion%1:04:00::
wn:00872986n	matrix_multiplication%1:04:00::
wn:00872722n	matrix_operation%1:04:00::
wn:00873238n	matrix_transposition%1:04:00::
wn:13512238n	maturation%1:22:01::
wn:07455151n	maundy%1:11:00::
wn:00870786n	maximization%1:04:01::
wn:00367066n	maximization%1:04:00::
wn:00770151n	mayhem%1:04:00::
wn:00595333n	mayoralty%1:04:00::
wn:00538052n	mazurka%1:04:00::
wn:00426388n	mccarthyism%1:04:00::
wn:00172710n	means%1:04:00::
wn:00637677n	means_test%1:04:00::
wn:00174412n	measure%1:04:01::
wn:00996969n	measurement%1:04:00::
wn:00965183n	meat_grinder%1:04:00::
wn:01103964n	meatpacking%1:04:00::
wn:11482013n	mechanical_energy%1:19:00::
wn:11480698n	mechanical_phenomenon%1:19:00::
wn:13512506n	mechanism%1:22:00::
wn:00098385n	mechanism%1:04:00::
wn:00466524n	medal_play%1:04:00::
